Time,PV_input_current(A),PV_input_voltage(V),Irradiance,PV_temp,PV_no.
2021-02-06 13:00:00,7.04,681.6,0,0,2
2021-02-06 13:15:00,6.84,689.8,0,0,2
2021-02-06 13:30:00,6.92,687.6,0,0,2
2021-02-06 13:45:00,6.9,696.8,0,0,2
2021-02-06 14:00:00,6.66,681.6,0,0,2
2021-02-06 14:15:00,6.33,687.6,0,0,2
2021-02-06 14:30:00,6.35,690.7,0,0,2
2021-02-06 14:45:00,6.15,687.6,0,0,2
2021-02-06 15:00:00,5.95,687.6,0,0,2
2021-02-06 15:15:00,5.55,689.5,0,0,2
2021-02-06 15:30:00,5.34,687.6,0,0,2
2021-02-06 15:45:00,4.67,699.6,0,0,2
2021-02-06 16:00:00,4.45,694.1,0,0,2
2021-02-06 16:15:00,3.84,694.1,0,0,2
2021-02-06 16:30:00,3.36,693.5,0,0,2
2021-02-06 16:45:00,2.75,700.0,0,0,2
2021-02-06 17:00:00,2.13,705.6,0,0,2
2021-02-06 17:15:00,1.53,699.4,0,0,2
2021-02-06 17:30:00,1.33,705.6,0,0,2
2021-02-06 17:45:00,0.93,692.9,0,0,2
2021-02-06 18:00:00,0.33,645.7,0,0,2
2021-02-06 18:15:00,0.33,579.8,0,0,2
2021-02-06 18:30:00,0.0,629.5,0,0,2
2021-02-06 18:45:00,0.0,0.0,0,0,2
2021-02-07 00:00:00,0.0,0.0,0,0,2
2021-02-07 06:45:00,0.06,505.2,0,0,2
2021-02-07 07:00:00,0.06,665.3,0,0,2
2021-02-07 07:15:00,0.26,707.3,0,0,2
2021-02-07 07:30:00,0.46,733.4,0,0,2
2021-02-07 07:45:00,0.46,731.3,0,0,2
2021-02-07 08:00:00,0.66,737.3,0,0,2
2021-02-07 08:15:00,0.88,774.0,0,0,2
2021-02-07 08:30:00,0.65,816.6,0,0,2
2021-02-07 08:45:00,0.79,816.6,0,0,2
2021-02-07 09:00:00,0.67,824.0,0,0,2
2021-02-07 09:15:00,0.82,830.4,0,0,2
2021-02-07 09:30:00,0.65,834.7,0,0,2
2021-02-07 09:45:00,1.01,832.0,0,0,2
2021-02-07 10:00:00,0.87,831.0,0,0,2
2021-02-07 10:15:00,1.01,830.1,0,0,2
2021-02-07 10:30:00,1.06,829.4,0,0,2
2021-02-07 10:45:00,1.11,828.8,0,0,2
2021-02-07 11:00:00,1.02,825.9,0,0,2
2021-02-07 11:15:00,1.08,825.8,0,0,2
2021-02-07 11:30:00,0.74,826.3,0,0,2
2021-02-07 11:45:00,0.9,824.0,0,0,2
2021-02-07 12:00:00,0.95,820.6,0,0,2
2021-02-07 12:15:00,0.83,823.8,0,0,2
2021-02-07 12:30:00,0.74,820.4,0,0,2
2021-02-07 12:45:00,0.59,821.1,0,0,2
2021-02-07 13:00:00,0.61,818.0,0,0,2
2021-02-07 13:15:00,0.73,815.7,0,0,2
2021-02-07 13:30:00,0.68,815.0,0,0,2
2021-02-07 13:45:00,0.81,810.5,0,0,2
2021-02-07 14:00:00,0.93,816.6,0,0,2
2021-02-07 14:15:00,1.06,812.0,0,0,2
2021-02-07 14:30:00,0.87,814.2,0,0,2
2021-02-07 14:45:00,1.26,810.7,0,0,2
2021-02-07 15:00:00,1.49,804.8,0,0,2
2021-02-07 15:15:00,1.49,793.8,0,0,2
2021-02-07 15:30:00,1.55,805.2,0,0,2
2021-02-07 15:45:00,1.63,805.2,0,0,2
