,Time,PV_input_current(A),PV_input_voltage(V),Ambient_temp,Irradiance,PV_temp,PV_no.
361,2024-11-01 15:00:00,7.36,676.5,34.8,360.5,43.4,2
362,2024-11-01 15:00:00,5.16,670.7,34.8,360.5,43.4,3
363,2024-11-01 15:00:00,7.35,670.7,34.8,360.5,43.4,4
364,2024-11-01 15:00:00,5.1,665.4,34.8,360.5,43.4,5
365,2024-11-01 15:00:00,7.12,665.4,34.8,360.5,43.4,6
366,2024-11-01 15:00:00,5.17,668.3,34.8,360.5,43.4,7
367,2024-11-01 15:00:00,7.46,668.3,34.8,360.5,43.4,8
368,2024-11-01 15:00:00,5.23,664.8,34.8,360.5,43.4,9
369,2024-11-01 15:00:00,7.39,664.8,34.8,360.5,43.4,10
370,2024-11-01 15:15:00,3.94,673.2,35.5,314.0,41.5,1
